scenario,profit_wan
0,1460.2130783436253
1,1373.4847801830306
2,754.2695543434804
3,1097.6581146165267
4,1355.6156967459342
5,996.991425854111
6,1259.7646172190648
7,1724.413962416321
8,1266.5367655836606
9,1116.2384573415966
10,1676.2976436455715
11,969.8147249774844
12,1394.430792926182
13,1098.133511230994
14,1038.2387905735043
15,1250.8887508584655
16,1348.2027589892982
17,977.3917690846622
18,1008.3687355456343
19,1159.8322042971965
20,874.6136901184983
21,774.3017961380473
22,1766.1327715082175
23,2335.5881835993596
24,1504.3462140979927
25,797.1406040431591
26,992.6603021426424
27,1131.7837744216108
28,1366.7158151317815
29,1734.5717192968448
30,1821.2738551455286
31,1494.4134226320764
32,1211.9692780686578
33,775.7147779521937
34,1200.808194658697
35,953.9046433117543
36,2125.075951077693
37,720.4840328967541
38,1319.9427465153287
39,1864.6099541210594
40,1246.004309366201
41,530.4670613357192
42,1032.4951709275856
43,2061.338875498786
44,1193.0645595453195
45,993.8713391959742
46,1051.4159874901784
47,1324.9099644049554
48,1051.928262994946
49,1050.1646077393107
50,1368.044932569777
51,1741.4855090938233
52,1154.4092949031015
53,979.8684013577961
54,502.0524197042188
55,687.1437734786575
56,1337.4938781867195
57,1482.3336196861496
58,1351.6943899669282
59,953.9554291838786
60,892.4945660873534
61,1183.6506789352204
62,1415.7873671162704
63,967.628863993882
64,1070.5493435876979
65,663.0682007288896
66,1177.510566891736
67,1870.3705155824098
68,1280.2332609700916
69,1140.2938290717639
70,1297.0020813514773
71,1238.089560896408
72,1061.058918668468
73,1554.6124099915207
74,1274.3240633629523
75,1384.0390060483908
76,1189.9089391383097
77,1907.0153579807504
78,1622.9464608237918
79,1336.7360256828226
80,1332.8377040588514
81,1930.9891684844754
82,1116.7703393978604
83,603.3561425073568
84,1515.324188778091
85,1128.5444775457208
86,1102.0505988278833
87,1090.9636416449648
88,1100.702150910981
89,1299.058884589181
90,1929.5755292899285
91,1064.3653348954035
92,1142.5413656132826
93,1170.4200449783798
94,1334.6460873049846
95,686.2619515401058
96,1256.9555374629226
97,625.1865313203169
98,836.8643335072559
99,939.8763028499486
